t,cell_id,z,y,x,volume
100,704,22.0,369.0,530.0,75.0
100,711,23.0,293.0,563.0,75.0
100,719,24.0,276.0,504.0,75.0
100,720,22.0,329.0,446.0,75.0
101,6,17.0,253.0,118.0,75.0
101,13,13.0,264.0,144.0,75.0
101,21,18.0,245.0,182.0,75.0
101,28,17.0,248.0,257.0,75.0
101,37,11.0,203.0,148.0,75.0
101,44,9.0,235.0,191.0,75.0
101,52,12.0,253.0,225.0,75.0
101,59,12.0,270.0,286.0,75.0
101,69,18.0,306.0,124.0,75.0
101,76,15.0,320.0,193.0,75.0
101,84,22.0,341.0,160.0,75.0
101,91,23.0,378.0,228.0,75.0
101,100,16.0,359.0,149.0,75.0
101,107,16.0,389.0,199.0,75.0
101,115,18.0,346.0,257.0,75.0
101,122,17.0,391.0,312.0,75.0
101,133,21.0,217.0,134.0,75.0
101,140,17.0,179.0,196.0,75.0
101,148,24.0,202.0,166.0,75.0
101,155,26.0,170.0,216.0,75.0
101,164,20.0,138.0,203.0,75.0
101,171,23.0,140.0,270.0,75.0
101,179,23.0,138.0,313.0,75.0
101,186,19.0,158.0,359.0,75.0
101,196,12.0,150.0,204.0,75.0
101,203,9.0,190.0,255.0,75.0
101,211,14.0,182.0,253.0,75.0
101,218,13.0,166.0,323.0,75.0
101,227,9.0,199.0,317.0,75.0
101,234,9.0,212.0,397.0,75.0
101,242,12.0,158.0,378.0,75.0
101,249,13.0,174.0,455.0,75.0
101,261,9.0,307.0,170.0,75.0
101,268,9.0,298.0,234.0,75.0
101,276,9.0,363.0,222.0,75.0
101,283,11.0,342.0,297.0,75.0
101,292,8.0,284.0,286.0,75.0
101,299,9.0,296.0,366.0,75.0
101,307,10.0,354.0,384.0,75.0
101,314,12.0,362.0,462.0,75.0
101,324,15.0,410.0,245.0,75.0
101,331,10.0,399.0,294.0,75.0
101,339,19.0,429.0,327.0,75.0
101,346,17.0,427.0,393.0,75.0
101,355,11.0,404.0,349.0,75.0
101,362,13.0,409.0,429.0,75.0
101,370,17.0,417.0,454.0,75.0
101,377,19.0,407.0,507.0,75.0
101,388,17.0,117.0,274.0,75.0
101,395,13.0,114.0,319.0,75.0
101,403,18.0,109.0,358.0,75.0
101,410,17.0,119.0,431.0,75.0
101,419,11.0,112.0,398.0,75.0
101,426,12.0,125.0,477.0,75.0
101,434,17.0,153.0,501.0,75.0
101,441,18.0,204.0,540.0,75.0
101,451,24.0,116.0,358.0,75.0
101,458,22.0,116.0,424.0,75.0
101,466,26.0,149.0,412.0,75.0
101,473,26.0,171.0,485.0,75.0
101,482,22.0,119.0,484.0,75.0
101,489,21.0,161.0,545.0,75.0
101,497,26.0,192.0,537.0,75.0
101,504,22.0,233.0,598.0,75.0
101,516,23.0,281.0,159.0,75.0
101,523,22.0,268.0,259.0,75.0
101,531,25.0,323.0,258.0,75.0
101,538,24.0,328.0,353.0,75.0
101,543,24.0,376.0,296.0,75.0
101,550,22.0,382.0,362.0,75.0
101,558,23.0,386.0,405.0,75.0
101,561,22.0,387.0,444.0,75.0
101,567,21.0,202.0,246.0,75.0
101,574,21.0,226.0,303.0,75.0
101,580,24.0,262.0,327.0,75.0
101,587,24.0,285.0,407.0,75.0
101,592,22.0,202.0,352.0,75.0
101,597,23.0,214.0,405.0,75.0
101,602,24.0,242.0,454.0,75.0
101,611,18.0,320.0,372.0,75.0
101,618,15.0,247.0,347.0,75.0
101,626,17.0,318.0,465.0,75.0
101,633,16.0,246.0,458.0,75.0
101,644,9.0,286.0,452.0,75.0
101,651,9.0,300.0,514.0,75.0
101,657,11.0,374.0,514.0,75.0
101,664,15.0,341.0,567.0,75.0
101,673,9.0,183.0,508.0,75.0
101,680,11.0,253.0,556.0,75.0
101,688,13.0,196.0,577.0,75.0
101,695,15.0,286.0,601.0,75.0
101,704,23.0,370.0,530.0,75.0
101,711,22.0,289.0,562.0,75.0
101,719,23.0,275.0,502.0,75.0
101,720,22.0,324.0,449.0,75.0
102,6,18.0,254.0,116.0,75.0
102,13,12.0,261.0,142.0,75.0
102,21,18.0,235.0,188.0,75.0
102,28,16.0,241.0,253.0,75.0
102,37,11.0,205.0,150.0,75.0
102,44,9.0,235.0,198.0,75.0
102,52,13.0,262.0,226.0,75.0
102,59,13.0,275.0,282.0,75.0
102,69,18.0,306.0,124.0,75.0
102,76,15.0,319.0,193.0,75.0
102,84,22.0,334.0,159.0,75.0
102,91,23.0,370.0,218.0,75.0
102,100,17.0,356.0,149.0,75.0
102,107,17.0,388.0,201.0,75.0
102,115,18.0,341.0,256.0,75.0
102,122,17.0,390.0,307.0,75.0
102,133,20.0,211.0,137.0,75.0
102,140,16.0,174.0,199.0,75.0
102,148,23.0,197.0,164.0,75.0
102,155,26.0,170.0,219.0,75.0
102,164,20.0,135.0,206.0,75.0
102,171,24.0,138.0,273.0,75.0
102,179,23.0,134.0,315.0,75.0
102,186,19.0,164.0,364.0,75.0
102,196,11.0,155.0,202.0,75.0
102,203,9.0,194.0,259.0,75.0
102,211,14.0,178.0,260.0,75.0
102,218,13.0,165.0,326.0,75.0
102,227,9.0,203.0,325.0,75.0
102,234,9.0,216.0,400.0,75.0
102,242,12.0,160.0,381.0,75.0
102,249,12.0,173.0,457.0,75.0
102,261,9.0,305.0,170.0,75.0
102,268,9.0,297.0,234.0,75.0
102,276,9.0,363.0,227.0,75.0
102,283,11.0,349.0,300.0,75.0
102,292,9.0,293.0,296.0,75.0
102,299,9.0,301.0,371.0,75.0
102,307,10.0,357.0,389.0,75.0
102,314,12.0,368.0,456.0,75.0
102,324,15.0,409.0,243.0,75.0
102,331,11.0,403.0,292.0,75.0
102,339,20.0,427.0,325.0,75.0
102,346,18.0,424.0,399.0,75.0
102,355,11.0,407.0,350.0,75.0
102,362,14.0,410.0,423.0,75.0
102,370,17.0,415.0,451.0,75.0
102,377,19.0,407.0,503.0,75.0
102,388,17.0,119.0,276.0,75.0
102,395,12.0,114.0,325.0,75.0
102,403,17.0,105.0,357.0,75.0
102,410,17.0,115.0,438.0,75.0
102,419,11.0,111.0,400.0,75.0
102,426,12.0,125.0,479.0,75.0
102,434,16.0,153.0,497.0,75.0
102,441,18.0,197.0,542.0,75.0
102,451,23.0,111.0,356.0,75.0
102,458,22.0,123.0,423.0,75.0
102,466,26.0,149.0,412.0,75.0
102,473,26.0,168.0,477.0,75.0
102,482,21.0,117.0,479.0,75.0
102,489,21.0,160.0,538.0,75.0
102,497,26.0,190.0,534.0,75.0
102,504,21.0,226.0,599.0,75.0
102,516,23.0,280.0,163.0,75.0
102,523,23.0,265.0,259.0,75.0
102,531,24.0,319.0,257.0,75.0
102,538,24.0,330.0,358.0,75.0
102,543,23.0,381.0,282.0,75.0
102,550,22.0,382.0,358.0,75.0
102,558,24.0,380.0,396.0,75.0
102,561,23.0,385.0,453.0,75.0
102,567,22.0,199.0,238.0,75.0
102,574,21.0,224.0,305.0,75.0
102,580,24.0,261.0,318.0,75.0
102,587,25.0,281.0,406.0,75.0
102,592,23.0,192.0,351.0,75.0
102,597,23.0,218.0,402.0,75.0
102,602,23.0,237.0,457.0,75.0
102,611,17.0,319.0,374.0,75.0
102,619,14.0,247.0,335.0,75.0
102,622,15.0,249.0,379.0,75.0
102,626,17.0,321.0,465.0,75.0
102,633,16.0,248.0,457.0,75.0
102,644,9.0,290.0,455.0,75.0
102,651,9.0,303.0,517.0,75.0
102,657,12.0,378.0,515.0,75.0
102,664,15.0,341.0,564.0,75.0
102,673,9.0,190.0,512.0,75.0
102,680,11.0,255.0,557.0,75.0
102,688,13.0,196.0,577.0,75.0
102,695,16.0,287.0,601.0,75.0
102,704,22.0,365.0,535.0,75.0
102,711,23.0,281.0,559.0,75.0
102,719,23.0,279.0,500.0,75.0
102,720,23.0,326.0,437.0,75.0
103,6,18.0,250.0,119.0,75.0
103,13,13.0,260.0,135.0,75.0
103,21,18.0,238.0,184.0,75.0
103,28,16.0,234.0,248.0,75.0
103,37,10.0,214.0,150.0,75.0
103,44,10.0,236.0,199.0,75.0
103,52,13.0,259.0,223.0,75.0
103,59,13.0,278.0,280.0,75.0
103,69,18.0,304.0,124.0,75.0
103,76,15.0,324.0,187.0,75.0
103,84,23.0,334.0,158.0,75.0
103,91,23.0,372.0,216.0,75.0
103,100,17.0,364.0,155.0,75.0
103,107,16.0,384.0,203.0,75.0
103,115,18.0,339.0,256.0,75.0
103,122,17.0,397.0,310.0,75.0
103,133,20.0,207.0,138.0,75.0
103,140,16.0,172.0,192.0,75.0
103,148,23.0,199.0,165.0,75.0
103,155,25.0,170.0,220.0,75.0
103,164,19.0,132.0,212.0,75.0
103,171,24.0,143.0,271.0,75.0
103,179,22.0,132.0,310.0,75.0
103,186,19.0,161.0,360.0,75.0
103,196,11.0,155.0,200.0,75.0
103,203,9.0,203.0,258.0,75.0
103,211,13.0,178.0,257.0,75.0
103,218,13.0,169.0,324.0,75.0
103,227,9.0,217.0,327.0,75.0
103,234,9.0,232.0,390.0,75.0
103,242,13.0,166.0,380.0,75.0
103,249,12.0,173.0,448.0,75.0
103,261,9.0,302.0,169.0,75.0
103,268,9.0,304.0,237.0,75.0
103,276,10.0,366.0,229.0,75.0
103,283,11.0,355.0,301.0,75.0
103,292,9.0,307.0,296.0,75.0
103,299,10.0,307.0,369.0,75.0
103,307,10.0,359.0,396.0,75.0
103,314,12.0,369.0,461.0,75.0
103,324,16.0,409.0,247.0,75.0
103,331,11.0,410.0,303.0,75.0
103,339,20.0,427.0,334.0,75.0
103,346,19.0,424.0,404.0,75.0
103,355,11.0,409.0,359.0,75.0
103,362,14.0,410.0,423.0,75.0
103,370,17.0,412.0,454.0,75.0
103,377,19.0,407.0,507.0,75.0
103,388,17.0,120.0,274.0,75.0
103,395,13.0,119.0,313.0,75.0
103,403,16.0,109.0,358.0,75.0
103,410,17.0,121.0,429.0,75.0
103,419,11.0,118.0,391.0,75.0
103,426,11.0,122.0,473.0,75.0
103,434,16.0,150.0,499.0,75.0
103,441,18.0,196.0,541.0,75.0
103,451,23.0,106.0,351.0,75.0
103,458,22.0,125.0,413.0,75.0
103,466,25.0,145.0,406.0,75.0
103,473,26.0,171.0,467.0,75.0
103,482,21.0,115.0,476.0,75.0
103,489,22.0,164.0,528.0,75.0
103,497,26.0,191.0,533.0,75.0
103,504,21.0,219.0,599.0,75.0
103,516,23.0,282.0,166.0,75.0
103,523,23.0,272.0,260.0,75.0
103,531,24.0,322.0,258.0,75.0
103,538,25.0,327.0,357.0,75.0
103,543,23.0,374.0,284.0,75.0
103,550,22.0,381.0,368.0,75.0
103,558,24.0,382.0,399.0,75.0
103,561,23.0,388.0,466.0,75.0
103,567,22.0,198.0,242.0,75.0
103,574,22.0,232.0,308.0,75.0
103,580,24.0,266.0,320.0,75.0
103,587,25.0,277.0,408.0,75.0
103,592,23.0,193.0,344.0,75.0
103,597,22.0,213.0,392.0,75.0
103,603,24.0,223.0,424.0,75.0
103,606,25.0,242.0,477.0,75.0
103,611,17.0,314.0,369.0,75.0
103,619,15.0,245.0,319.0,75.0
103,622,16.0,251.0,386.0,75.0
103,626,18.0,318.0,463.0,75.0
103,633,16.0,242.0,462.0,75.0
103,644,9.0,296.0,452.0,75.0
103,651,9.0,299.0,517.0,75.0
103,657,12.0,373.0,520.0,75.0
103,664,15.0,334.0,565.0,75.0
103,673,9.0,186.0,497.0,75.0
103,680,12.0,251.0,556.0,75.0
103,688,14.0,193.0,576.0,75.0
103,695,16.0,281.0,596.0,75.0
103,704,21.0,358.0,534.0,75.0
103,711,23.0,279.0,559.0,75.0
103,719,23.0,285.0,500.0,75.0
103,720,24.0,334.0,437.0,75.0
104,6,17.0,242.0,119.0,75.0
104,13,13.0,257.0,141.0,75.0
104,21,19.0,238.0,188.0,75.0
104,28,17.0,223.0,249.0,75.0
104,37,10.0,213.0,150.0,75.0
104,44,10.0,231.0,198.0,75.0
104,52,13.0,264.0,221.0,75.0
104,59,13.0,276.0,276.0,75.0
104,69,18.0,300.0,125.0,75.0
104,76,14.0,322.0,178.0,75.0
104,84,23.0,333.0,154.0,75.0
104,91,23.0,365.0,218.0,75.0
104,100,18.0,365.0,157.0,75.0
104,107,17.0,380.0,208.0,75.0
104,115,18.0,333.0,252.0,75.0
104,122,17.0,398.0,308.0,75.0
104,133,21.0,212.0,140.0,75.0
104,140,18.0,172.0,190.0,75.0
104,148,24.0,204.0,167.0,75.0
104,155,25.0,168.0,218.0,75.0
104,164,20.0,129.0,218.0,75.0
104,171,25.0,143.0,273.0,75.0
104,179,22.0,129.0,312.0,75.0
104,186,19.0,161.0,364.0,75.0
104,196,11.0,158.0,194.0,75.0
104,203,9.0,206.0,265.0,75.0
104,211,14.0,169.0,253.0,75.0
104,218,13.0,170.0,320.0,75.0
104,227,9.0,223.0,326.0,75.0
104,234,10.0,236.0,389.0,75.0
104,242,12.0,168.0,378.0,75.0
104,249,11.0,172.0,444.0,75.0
104,261,9.0,296.0,169.0,75.0
104,268,9.0,301.0,235.0,75.0
104,276,10.0,363.0,230.0,75.0
104,283,11.0,354.0,306.0,75.0
104,292,9.0,306.0,298.0,75.0
104,299,9.0,312.0,371.0,75.0
104,307,11.0,361.0,396.0,75.0
104,314,12.0,372.0,461.0,75.0
104,324,16.0,411.0,242.0,75.0
104,331,11.0,409.0,305.0,75.0
104,339,19.0,427.0,340.0,75.0
104,346,20.0,424.0,406.0,75.0
104,355,11.0,407.0,358.0,75.0
104,362,14.0,405.0,415.0,75.0
104,370,16.0,411.0,454.0,75.0
104,377,18.0,412.0,504.0,75.0
104,388,17.0,117.0,270.0,75.0
104,395,13.0,117.0,311.0,75.0
104,403,16.0,111.0,358.0,75.0
104,410,17.0,122.0,431.0,75.0
104,419,11.0,117.0,391.0,75.0
104,426,12.0,119.0,473.0,75.0
104,434,17.0,156.0,498.0,75.0
104,441,19.0,197.0,542.0,75.0
104,451,22.0,104.0,355.0,75.0
104,458,22.0,119.0,413.0,75.0
104,466,26.0,149.0,406.0,75.0
104,473,26.0,173.0,462.0,75.0
104,482,22.0,116.0,477.0,75.0
104,489,22.0,163.0,523.0,75.0
104,497,25.0,186.0,531.0,75.0
104,504,21.0,214.0,595.0,75.0
104,516,22.0,281.0,164.0,75.0
104,523,23.0,270.0,253.0,75.0
104,531,25.0,325.0,258.0,75.0
104,538,25.0,331.0,359.0,75.0
104,543,23.0,370.0,286.0,75.0
104,550,21.0,384.0,367.0,75.0
104,558,25.0,383.0,394.0,75.0
104,561,22.0,389.0,463.0,75.0
104,567,23.0,195.0,239.0,75.0
104,574,22.0,234.0,320.0,75.0
104,580,25.0,263.0,322.0,75.0
104,587,25.0,279.0,413.0,75.0
104,592,23.0,188.0,342.0,75.0
104,597,22.0,217.0,394.0,75.0
104,603,24.0,227.0,424.0,75.0
104,606,25.0,239.0,481.0,75.0
104,611,18.0,308.0,367.0,75.0
104,619,16.0,246.0,312.0,75.0
104,622,15.0,251.0,389.0,75.0
104,626,18.0,316.0,462.0,75.0
104,633,16.0,240.0,461.0,75.0
104,644,9.0,297.0,452.0,75.0
104,651,9.0,299.0,520.0,75.0
104,657,13.0,376.0,523.0,75.0
104,664,14.0,332.0,566.0,75.0
104,673,9.0,190.0,501.0,75.0
104,680,11.0,253.0,556.0,75.0
104,688,14.0,196.0,577.0,75.0
104,695,15.0,275.0,598.0,75.0
104,704,22.0,361.0,530.0,75.0
104,711,23.0,280.0,560.0,75.0
104,719,24.0,286.0,489.0,75.0
104,720,23.0,336.0,436.0,75.0
105,6,18.0,248.0,117.0,75.0
105,13,14.0,259.0,149.0,75.0
105,21,18.0,235.0,187.0,75.0
105,28,16.0,214.0,249.0,75.0
105,37,10.0,210.0,153.0,75.0
105,44,9.0,236.0,199.0,75.0
105,52,13.0,267.0,225.0,75.0
105,59,13.0,276.0,276.0,75.0
105,69,19.0,303.0,124.0,75.0
105,76,14.0,327.0,170.0,75.0
105,84,23.0,331.0,160.0,75.0
105,91,23.0,368.0,217.0,75.0
105,100,18.0,366.0,160.0,75.0
105,107,17.0,375.0,208.0,75.0
105,115,17.0,333.0,250.0,75.0
105,122,17.0,391.0,307.0,75.0
105,133,22.0,215.0,140.0,75.0
105,140,17.0,172.0,186.0,75.0
105,148,25.0,209.0,169.0,75.0
105,155,25.0,175.0,221.0,75.0
105,164,20.0,129.0,218.0,75.0
105,171,25.0,144.0,274.0,75.0
105,179,22.0,134.0,307.0,75.0
105,186,20.0,159.0,365.0,75.0
105,196,11.0,162.0,196.0,75.0
105,203,9.0,208.0,269.0,75.0
105,211,13.0,168.0,249.0,75.0
105,218,13.0,169.0,327.0,75.0
105,227,9.0,228.0,323.0,75.0
105,234,10.0,236.0,395.0,75.0
105,242,12.0,168.0,381.0,75.0
105,249,11.0,171.0,445.0,75.0
105,261,9.0,302.0,168.0,75.0
105,268,9.0,305.0,240.0,75.0
105,276,9.0,365.0,233.0,75.0
105,283,10.0,357.0,314.0,75.0
105,292,9.0,303.0,306.0,75.0
105,299,9.0,311.0,379.0,75.0
105,307,10.0,362.0,399.0,75.0
105,314,12.0,369.0,464.0,75.0
105,324,15.0,410.0,240.0,75.0
105,331,11.0,407.0,304.0,75.0
105,339,19.0,428.0,342.0,75.0
105,346,19.0,422.0,407.0,75.0
105,355,11.0,408.0,360.0,75.0
105,362,14.0,396.0,416.0,75.0
105,370,16.0,416.0,455.0,75.0
105,377,19.0,412.0,505.0,75.0
105,388,17.0,117.0,273.0,75.0
105,395,13.0,117.0,308.0,75.0
105,403,16.0,110.0,359.0,75.0
105,410,17.0,125.0,431.0,75.0
105,419,11.0,117.0,386.0,75.0
105,426,12.0,123.0,472.0,75.0
105,434,17.0,150.0,499.0,75.0
105,441,19.0,192.0,545.0,75.0
105,451,21.0,101.0,345.0,75.0
105,458,22.0,119.0,409.0,75.0
105,466,25.0,151.0,395.0,75.0
105,473,25.0,175.0,458.0,75.0
105,482,22.0,118.0,467.0,75.0
105,489,22.0,163.0,516.0,75.0
105,497,25.0,178.0,529.0,75.0
105,504,22.0,214.0,593.0,75.0
105,516,23.0,281.0,172.0,75.0
105,523,23.0,276.0,251.0,75.0
105,531,24.0,328.0,266.0,75.0
105,538,25.0,334.0,359.0,75.0
105,543,22.0,368.0,289.0,75.0
105,550,21.0,378.0,361.0,75.0
105,558,24.0,379.0,385.0,75.0
105,561,21.0,384.0,466.0,75.0
105,567,21.0,201.0,241.0,75.0
105,574,22.0,242.0,322.0,75.0
105,580,25.0,266.0,324.0,75.0
105,587,25.0,277.0,419.0,75.0
105,592,23.0,190.0,331.0,75.0
105,597,22.0,219.0,390.0,75.0
105,603,23.0,223.0,419.0,75.0
105,606,24.0,236.0,484.0,75.0
105,611,18.0,310.0,368.0,75.0
105,619,16.0,244.0,306.0,75.0
105,622,15.0,250.0,385.0,75.0
105,626,18.0,307.0,462.0,75.0
105,634,16.0,227.0,438.0,75.0
105,637,15.0,240.0,495.0,75.0
105,644,9.0,286.0,458.0,75.0
105,651,9.0,299.0,527.0,75.0
105,657,13.0,378.0,529.0,75.0
105,664,15.0,327.0,571.0,75.0
105,673,9.0,184.0,499.0,75.0
105,680,10.0,245.0,558.0,75.0
105,688,15.0,193.0,577.0,75.0
105,695,15.0,269.0,591.0,75.0
105,704,21.0,362.0,525.0,75.0
105,711,23.0,270.0,550.0,75.0
105,719,25.0,285.0,493.0,75.0
105,720,23.0,333.0,433.0,75.0
106,6,17.0,248.0,118.0,75.0
106,13,14.0,251.0,152.0,75.0
106,21,17.0,235.0,195.0,75.0
106,28,16.0,205.0,250.0,75.0
106,37,10.0,212.0,155.0,75.0
106,44,9.0,236.0,206.0,75.0
106,52,12.0,258.0,228.0,75.0
106,59,12.0,275.0,278.0,75.0
106,69,19.0,298.0,127.0,75.0
106,76,14.0,320.0,165.0,75.0
106,84,22.0,331.0,156.0,75.0
106,91,22.0,366.0,210.0,75.0
106,100,18.0,366.0,161.0,75.0
106,107,16.0,380.0,204.0,75.0
106,115,17.0,333.0,251.0,75.0
106,122,17.0,393.0,302.0,75.0
106,133,21.0,221.0,138.0,75.0
106,140,18.0,172.0,187.0,75.0
106,148,25.0,215.0,163.0,75.0
106,155,25.0,183.0,217.0,75.0
106,164,21.0,132.0,211.0,75.0
106,171,25.0,155.0,274.0,75.0
106,179,22.0,132.0,301.0,75.0
106,186,19.0,157.0,352.0,75.0
106,196,10.0,164.0,197.0,75.0
106,203,9.0,212.0,279.0,75.0
106,211,12.0,164.0,259.0,75.0
106,218,12.0,162.0,334.0,75.0
106,227,9.0,229.0,332.0,75.0
106,234,10.0,230.0,400.0,75.0
106,242,12.0,168.0,385.0,75.0
106,249,11.0,173.0,448.0,75.0
106,261,9.0,305.0,179.0,75.0
106,268,8.0,302.0,251.0,75.0
106,276,8.0,366.0,234.0,75.0
106,283,11.0,357.0,326.0,75.0
106,292,9.0,303.0,315.0,75.0
106,299,10.0,309.0,389.0,75.0
106,307,10.0,366.0,404.0,75.0
106,314,12.0,367.0,469.0,75.0
106,324,15.0,409.0,243.0,75.0
106,331,11.0,410.0,304.0,75.0
106,339,19.0,427.0,338.0,75.0
106,346,19.0,425.0,404.0,75.0
106,355,10.0,407.0,362.0,75.0
106,362,15.0,391.0,411.0,75.0
106,370,15.0,416.0,454.0,75.0
106,377,19.0,415.0,494.0,75.0
106,388,17.0,119.0,261.0,75.0
106,395,13.0,114.0,310.0,75.0
106,403,16.0,106.0,357.0,75.0
106,410,17.0,128.0,426.0,75.0
106,419,10.0,118.0,396.0,75.0
106,426,12.0,118.0,472.0,75.0
106,434,17.0,145.0,501.0,75.0
106,441,20.0,185.0,543.0,75.0
106,451,21.0,101.0,342.0,75.0
106,458,21.0,117.0,401.0,75.0
106,466,26.0,147.0,389.0,75.0
106,473,25.0,172.0,448.0,75.0
106,482,22.0,114.0,462.0,75.0
106,489,22.0,166.0,501.0,75.0
106,497,26.0,175.0,522.0,75.0
106,504,23.0,218.0,589.0,75.0
106,516,21.0,284.0,175.0,75.0
106,523,23.0,283.0,247.0,75.0
106,531,25.0,333.0,260.0,75.0
106,538,25.0,336.0,360.0,75.0
106,543,22.0,369.0,286.0,75.0
106,550,20.0,376.0,357.0,75.0
106,558,24.0,377.0,381.0,75.0
106,561,21.0,381.0,456.0,75.0
106,567,22.0,205.0,236.0,75.0
106,574,22.0,243.0,317.0,75.0
106,580,25.0,268.0,321.0,75.0
106,587,25.0,273.0,417.0,75.0
106,592,22.0,188.0,327.0,75.0
106,597,22.0,224.0,391.0,75.0
106,603,24.0,222.0,415.0,75.0
106,606,24.0,233.0,483.0,75.0
106,612,17.0,303.0,335.0,75.0
106,615,18.0,313.0,386.0,75.0
106,619,16.0,243.0,303.0,75.0
106,622,15.0,255.0,387.0,75.0
106,626,18.0,301.0,469.0,75.0
106,634,17.0,226.0,435.0,75.0
106,637,15.0,240.0,507.0,75.0
106,644,9.0,287.0,464.0,75.0
106,651,9.0,300.0,535.0,75.0
106,657,13.0,378.0,532.0,75.0
106,664,15.0,331.0,567.0,75.0
106,673,10.0,190.0,498.0,75.0
106,680,11.0,234.0,560.0,75.0
106,688,16.0,189.0,577.0,75.0
106,695,16.0,269.0,590.0,75.0
106,704,21.0,366.0,520.0,75.0
106,712,25.0,249.0,547.0,75.0
106,715,22.0,291.0,573.0,75.0
106,719,24.0,281.0,487.0,75.0
106,720,23.0,336.0,429.0,75.0
107,6,17.0,250.0,119.0,75.0
107,13,14.0,240.0,144.0,75.0
107,21,18.0,232.0,193.0,75.0
107,28,16.0,197.0,246.0,75.0
107,37,10.0,215.0,154.0,75.0
107,44,9.0,238.0,206.0,75.0
107,52,12.0,258.0,226.0,75.0
107,59,13.0,267.0,273.0,75.0
107,69,20.0,296.0,126.0,75.0
107,76,13.0,321.0,164.0,75.0
107,84,23.0,327.0,162.0,75.0
107,91,23.0,370.0,216.0,75.0
107,100,19.0,365.0,164.0,75.0
107,107,17.0,383.0,203.0,75.0
107,115,15.0,334.0,244.0,75.0
107,122,17.0,397.0,300.0,75.0
107,133,22.0,217.0,138.0,75.0
107,140,19.0,178.0,183.0,75.0
107,148,25.0,223.0,165.0,75.0
107,155,26.0,201.0,224.0,75.0
107,164,22.0,141.0,209.0,75.0
107,171,25.0,166.0,280.0,75.0
107,179,22.0,135.0,298.0,75.0
107,186,18.0,156.0,349.0,75.0
107,196,11.0,164.0,191.0,75.0
107,203,9.0,214.0,283.0,75.0
107,211,12.0,159.0,257.0,75.0
107,218,12.0,160.0,333.0,75.0
107,227,9.0,228.0,333.0,75.0
107,234,10.0,234.0,400.0,75.0
107,242,11.0,171.0,383.0,75.0
107,249,12.0,173.0,445.0,75.0
107,261,9.0,303.0,180.0,75.0
107,268,9.0,308.0,253.0,75.0
107,276,9.0,368.0,232.0,75.0
107,283,11.0,357.0,332.0,75.0
107,292,9.0,304.0,317.0,75.0
107,299,10.0,307.0,390.0,75.0
107,307,10.0,360.0,410.0,75.0
107,314,11.0,366.0,474.0,75.0
107,324,14.0,408.0,240.0,75.0
107,331,11.0,406.0,297.0,75.0
107,339,19.0,426.0,343.0,75.0
107,346,19.0,426.0,407.0,75.0
107,355,10.0,404.0,360.0,75.0
107,362,15.0,389.0,414.0,75.0
107,370,15.0,411.0,455.0,75.0
107,377,19.0,418.0,493.0,75.0
107,388,17.0,121.0,253.0,75.0
107,395,14.0,114.0,304.0,75.0
107,403,16.0,110.0,357.0,75.0
107,410,17.0,128.0,423.0,75.0
107,419,11.0,118.0,395.0,75.0
107,426,12.0,122.0,480.0,75.0
107,434,17.0,144.0,499.0,75.0
107,441,20.0,181.0,541.0,75.0
107,451,21.0,101.0,334.0,75.0
107,458,21.0,111.0,399.0,75.0
107,466,25.0,148.0,383.0,75.0
107,473,25.0,165.0,442.0,75.0
107,482,22.0,112.0,457.0,75.0
107,489,22.0,170.0,491.0,75.0
107,497,25.0,168.0,524.0,75.0
107,504,23.0,221.0,584.0,75.0
107,516,21.0,279.0,177.0,75.0
107,523,22.0,293.0,253.0,75.0
107,531,25.0,334.0,261.0,75.0
107,538,25.0,340.0,357.0,75.0
107,543,21.0,363.0,289.0,75.0
107,550,20.0,372.0,361.0,75.0
107,558,24.0,376.0,381.0,75.0
107,561,20.0,379.0,452.0,75.0
107,567,21.0,212.0,239.0,75.0
107,574,22.0,250.0,316.0,75.0
107,580,25.0,264.0,326.0,75.0
107,587,25.0,272.0,419.0,75.0
107,592,22.0,188.0,324.0,75.0
107,597,21.0,226.0,386.0,75.0
107,603,24.0,219.0,405.0,75.0
107,606,24.0,235.0,479.0,75.0
107,612,17.0,304.0,327.0,75.0
107,615,19.0,312.0,391.0,75.0
107,619,16.0,236.0,303.0,75.0
107,622,15.0,252.0,393.0,75.0
107,626,18.0,307.0,464.0,75.0
107,634,17.0,223.0,436.0,75.0
107,637,17.0,242.0,515.0,75.0
107,644,10.0,284.0,466.0,75.0
107,651,9.0,301.0,541.0,75.0
107,657,14.0,383.0,533.0,75.0
107,664,15.0,336.0,572.0,75.0
107,673,10.0,194.0,496.0,75.0
107,680,11.0,235.0,563.0,75.0
107,688,16.0,191.0,581.0,75.0
107,695,16.0,271.0,588.0,75.0
107,704,23.0,361.0,514.0,75.0
107,712,26.0,247.0,543.0,75.0
107,715,22.0,295.0,579.0,75.0
107,719,24.0,283.0,489.0,75.0
107,720,24.0,339.0,433.0,75.0
108,6,17.0,253.0,115.0,75.0
108,13,14.0,232.0,141.0,75.0
108,21,18.0,227.0,190.0,75.0
108,28,16.0,194.0,244.0,75.0
108,37,10.0,225.0,155.0,75.0
108,44,9.0,239.0,207.0,75.0
108,52,12.0,254.0,221.0,75.0
108,59,13.0,266.0,272.0,75.0
108,69,19.0,300.0,127.0,75.0
108,76,13.0,320.0,163.0,75.0
108,84,23.0,321.0,162.0,75.0
108,91,22.0,367.0,215.0,75.0
