t,cell_id,z,y,x,volume,Name
113,677,10.0,220.0,513.0,75.0,Unknown_677
113,681,10.0,243.0,555.0,75.0,Unknown_681
113,684,14.0,270.0,596.0,75.0,Unknown_684
113,688,19.0,211.0,593.0,75.0,Unknown_688
113,695,19.0,265.0,568.0,75.0,Unknown_695
113,705,25.0,367.0,465.0,75.0,Unknown_705
113,708,25.0,346.0,536.0,75.0,Unknown_708
113,712,26.0,225.0,507.0,75.0,Unknown_712
113,715,25.0,284.0,561.0,75.0,Unknown_715
113,719,23.0,277.0,480.0,75.0,Unknown_719
113,720,23.0,313.0,417.0,75.0,Unknown_720
114,6,16.0,244.0,124.0,75.0,Eap
114,13,12.0,220.0,145.0,75.0,Eaa
114,21,16.0,182.0,176.0,75.0,Epp
114,28,15.0,210.0,226.0,75.0,Epa
114,37,9.0,266.0,158.0,75.0,MSaa
114,44,9.0,259.0,217.0,75.0,MSap
114,52,13.0,261.0,218.0,75.0,MSpa
114,59,14.0,228.0,279.0,75.0,MSpp
114,69,19.0,285.0,118.0,75.0,Caa
114,76,16.0,319.0,159.0,75.0,Cap
114,84,24.0,315.0,158.0,75.0,Cpa
114,91,25.0,358.0,228.0,75.0,Cpp
114,100,21.0,360.0,165.0,75.0,Da
114,107,19.0,390.0,217.0,75.0,Dp
114,115,14.0,343.0,220.0,75.0,P4p
114,122,16.0,372.0,284.0,75.0,P4a
114,133,21.0,218.0,137.0,75.0,ABapap
114,140,20.0,171.0,182.0,75.0,ABapaa
114,148,25.0,228.0,169.0,75.0,ABappa
114,155,25.0,242.0,242.0,75.0,ABappp
114,164,24.0,171.0,204.0,75.0,ABaaap
114,171,25.0,175.0,258.0,75.0,ABaaaa
114,179,24.0,138.0,303.0,75.0,ABaapa
114,186,21.0,135.0,330.0,75.0,ABaapp
114,196,9.0,197.0,200.0,75.0,ABpaaa
114,203,9.0,220.0,303.0,75.0,ABpaap
114,211,10.0,159.0,244.0,75.0,ABpapa
114,218,11.0,148.0,327.0,75.0,ABpapp
114,227,9.0,256.0,343.0,75.0,ABpppa
114,234,11.0,253.0,398.0,75.0,ABpppp
114,242,10.0,171.0,376.0,75.0,ABppaa
114,249,10.0,197.0,419.0,75.0,ABppap
114,261,9.0,319.0,215.0,75.0,Unknown_261
114,268,10.0,307.0,279.0,75.0,Unknown_268
114,276,9.0,375.0,273.0,75.0,Unknown_276
114,283,12.0,365.0,347.0,75.0,Unknown_283
114,292,8.0,315.0,338.0,75.0,Unknown_292
114,299,9.0,325.0,417.0,75.0,Unknown_299
114,307,10.0,382.0,422.0,75.0,Unknown_307
114,314,13.0,371.0,497.0,75.0,Unknown_314
114,324,15.0,406.0,226.0,75.0,Unknown_324
114,331,15.0,424.0,299.0,75.0,Unknown_331
114,339,22.0,413.0,332.0,75.0,Unknown_339
114,346,22.0,415.0,392.0,75.0,Unknown_346
114,355,14.0,425.0,359.0,75.0,Unknown_355
114,362,14.0,397.0,412.0,75.0,Unknown_362
114,370,17.0,415.0,453.0,75.0,Unknown_370
114,377,20.0,414.0,482.0,75.0,Unknown_377
114,388,17.0,130.0,233.0,75.0,Unknown_388
114,395,13.0,120.0,285.0,75.0,Unknown_395
114,403,14.0,106.0,347.0,75.0,Unknown_403
114,410,16.0,107.0,409.0,75.0,Unknown_410
114,419,10.0,125.0,406.0,75.0,Unknown_419
114,426,13.0,138.0,481.0,75.0,Unknown_426
114,434,17.0,122.0,484.0,75.0,Unknown_434
114,441,17.0,184.0,542.0,75.0,Unknown_441
114,451,19.0,106.0,286.0,75.0,Unknown_451
114,458,20.0,103.0,370.0,75.0,Unknown_458
114,466,26.0,140.0,375.0,75.0,Unknown_466
114,473,26.0,142.0,434.0,75.0,Unknown_473
114,482,21.0,108.0,442.0,75.0,Unknown_482
114,489,24.0,182.0,494.0,75.0,Unknown_489
114,497,23.0,150.0,527.0,75.0,Unknown_497
114,504,25.0,194.0,563.0,75.0,Unknown_504
114,516,19.0,280.0,188.0,75.0,Unknown_516
114,523,21.0,290.0,262.0,75.0,Unknown_523
114,531,25.0,326.0,285.0,75.0,Unknown_531
114,538,26.0,344.0,369.0,75.0,Unknown_538
114,543,20.0,341.0,284.0,75.0,Unknown_543
114,550,19.0,350.0,338.0,75.0,Unknown_550
114,558,22.0,356.0,378.0,75.0,Unknown_558
114,561,19.0,366.0,430.0,75.0,Unknown_561
114,567,19.0,217.0,233.0,75.0,Unknown_567
114,574,21.0,241.0,297.0,75.0,Unknown_574
114,580,25.0,246.0,330.0,75.0,Unknown_580
114,587,26.0,253.0,429.0,75.0,Unknown_587
114,592,21.0,190.0,306.0,75.0,Unknown_592
114,597,22.0,201.0,362.0,75.0,Unknown_597
114,603,23.0,192.0,403.0,75.0,Unknown_603
114,606,22.0,222.0,448.0,75.0,Unknown_606
114,612,15.0,298.0,308.0,75.0,Unknown_612
114,615,18.0,311.0,396.0,75.0,Unknown_615
114,619,15.0,229.0,326.0,75.0,Unknown_619
114,622,17.0,236.0,392.0,75.0,Unknown_622
114,627,16.0,287.0,439.0,75.0,Unknown_627
114,630,18.0,326.0,509.0,75.0,Unknown_630
114,634,16.0,204.0,432.0,75.0,Unknown_634
114,637,17.0,245.0,510.0,75.0,Unknown_637
114,645,10.0,266.0,449.0,75.0,Unknown_645
114,648,12.0,303.0,503.0,75.0,Unknown_648
114,651,11.0,310.0,555.0,75.0,Unknown_651
114,657,18.0,389.0,538.0,75.0,Unknown_657
114,664,17.0,334.0,566.0,75.0,Unknown_664
114,674,8.0,183.0,474.0,75.0,Unknown_674
114,677,9.0,211.0,523.0,75.0,Unknown_677
114,681,9.0,238.0,562.0,75.0,Unknown_681
114,684,14.0,277.0,596.0,75.0,Unknown_684
114,688,19.0,212.0,595.0,75.0,Unknown_688
114,695,19.0,267.0,567.0,75.0,Unknown_695
114,705,23.0,362.0,458.0,75.0,Unknown_705
114,708,25.0,343.0,532.0,75.0,Unknown_708
114,712,25.0,230.0,508.0,75.0,Unknown_712
114,715,25.0,291.0,556.0,75.0,Unknown_715
114,719,23.0,274.0,480.0,75.0,Unknown_719
114,720,23.0,313.0,417.0,75.0,Unknown_720
115,6,15.0,247.0,121.0,75.0,Eap
115,13,12.0,220.0,151.0,75.0,Eaa
115,21,15.0,181.0,173.0,75.0,Epp
115,28,15.0,209.0,222.0,75.0,Epa
115,37,9.0,279.0,161.0,75.0,MSaa
115,44,9.0,259.0,217.0,75.0,MSap
115,52,13.0,266.0,214.0,75.0,MSpa
115,59,14.0,228.0,277.0,75.0,MSpp
115,69,19.0,279.0,119.0,75.0,Caa
115,76,16.0,313.0,160.0,75.0,Cap
115,84,23.0,311.0,156.0,75.0,Cpa
115,91,26.0,355.0,230.0,75.0,Cpp
115,100,22.0,358.0,165.0,75.0,Da
115,107,21.0,385.0,217.0,75.0,Dp
115,115,14.0,347.0,221.0,75.0,P4p
115,122,15.0,375.0,278.0,75.0,P4a
115,133,21.0,217.0,134.0,75.0,ABapap
115,140,21.0,170.0,182.0,75.0,ABapaa
115,148,25.0,232.0,174.0,75.0,ABappa
115,155,26.0,242.0,232.0,75.0,ABappp
115,164,25.0,171.0,203.0,75.0,ABaaap
115,171,25.0,177.0,261.0,75.0,ABaaaa
115,179,23.0,132.0,291.0,75.0,ABaapa
115,186,21.0,133.0,325.0,75.0,ABaapp
115,196,9.0,203.0,191.0,75.0,ABpaaa
115,203,10.0,229.0,301.0,75.0,ABpaap
115,211,10.0,166.0,247.0,75.0,ABpapa
115,218,10.0,156.0,327.0,75.0,ABpapp
115,227,9.0,267.0,343.0,75.0,ABpppa
115,234,11.0,263.0,396.0,75.0,ABpppp
115,242,10.0,180.0,375.0,75.0,ABppaa
115,249,10.0,198.0,425.0,75.0,ABppap
115,261,9.0,325.0,219.0,75.0,Unknown_261
115,268,10.0,310.0,283.0,75.0,Unknown_268
115,276,10.0,382.0,269.0,75.0,Unknown_276
115,284,11.0,369.0,313.0,75.0,Unknown_284
115,287,11.0,374.0,368.0,75.0,Unknown_287
115,292,9.0,325.0,342.0,75.0,Unknown_292
115,299,10.0,332.0,421.0,75.0,Unknown_299
115,307,10.0,389.0,429.0,75.0,Unknown_307
115,314,13.0,375.0,503.0,75.0,Unknown_314
115,324,16.0,409.0,228.0,75.0,Unknown_324
115,331,16.0,426.0,303.0,75.0,Unknown_331
115,339,22.0,413.0,332.0,75.0,Unknown_339
115,346,23.0,414.0,389.0,75.0,Unknown_346
115,355,16.0,425.0,355.0,75.0,Unknown_355
115,362,15.0,406.0,415.0,75.0,Unknown_362
115,370,17.0,414.0,456.0,75.0,Unknown_370
115,377,20.0,416.0,480.0,75.0,Unknown_377
115,388,16.0,131.0,232.0,75.0,Unknown_388
115,395,13.0,133.0,283.0,75.0,Unknown_395
115,403,14.0,115.0,349.0,75.0,Unknown_403
115,410,17.0,107.0,411.0,75.0,Unknown_410
115,419,9.0,131.0,406.0,75.0,Unknown_419
115,426,14.0,140.0,479.0,75.0,Unknown_426
115,434,17.0,120.0,482.0,75.0,Unknown_434
115,441,18.0,182.0,541.0,75.0,Unknown_441
115,451,19.0,104.0,285.0,75.0,Unknown_451
115,458,20.0,102.0,371.0,75.0,Unknown_458
115,466,25.0,141.0,372.0,75.0,Unknown_466
115,473,26.0,145.0,431.0,75.0,Unknown_473
115,482,22.0,110.0,442.0,75.0,Unknown_482
115,489,23.0,185.0,491.0,75.0,Unknown_489
115,497,24.0,154.0,526.0,75.0,Unknown_497
115,504,25.0,197.0,565.0,75.0,Unknown_504
115,516,21.0,277.0,185.0,75.0,Unknown_516
115,523,22.0,295.0,259.0,75.0,Unknown_523
115,531,26.0,327.0,292.0,75.0,Unknown_531
115,538,25.0,342.0,373.0,75.0,Unknown_538
115,543,20.0,332.0,290.0,75.0,Unknown_543
115,550,19.0,346.0,338.0,75.0,Unknown_550
115,558,22.0,350.0,378.0,75.0,Unknown_558
115,561,19.0,364.0,425.0,75.0,Unknown_561
115,567,19.0,214.0,232.0,75.0,Unknown_567
115,574,21.0,243.0,301.0,75.0,Unknown_574
115,580,25.0,245.0,325.0,75.0,Unknown_580
115,587,25.0,251.0,430.0,75.0,Unknown_587
115,592,20.0,192.0,304.0,75.0,Unknown_592
115,597,21.0,193.0,357.0,75.0,Unknown_597
115,603,23.0,195.0,396.0,75.0,Unknown_603
115,606,23.0,218.0,443.0,75.0,Unknown_606
115,612,15.0,300.0,312.0,75.0,Unknown_612
115,615,18.0,302.0,398.0,75.0,Unknown_615
115,619,15.0,235.0,326.0,75.0,Unknown_619
115,622,17.0,227.0,395.0,75.0,Unknown_622
115,627,16.0,288.0,440.0,75.0,Unknown_627
115,630,18.0,329.0,506.0,75.0,Unknown_630
115,634,16.0,206.0,437.0,75.0,Unknown_634
115,637,17.0,248.0,504.0,75.0,Unknown_637
115,645,9.0,263.0,452.0,75.0,Unknown_645
115,648,12.0,306.0,501.0,75.0,Unknown_648
115,651,11.0,316.0,555.0,75.0,Unknown_651
115,657,19.0,392.0,535.0,75.0,Unknown_657
115,664,17.0,338.0,566.0,75.0,Unknown_664
115,674,8.0,179.0,480.0,75.0,Unknown_674
115,677,10.0,213.0,528.0,75.0,Unknown_677
115,681,10.0,240.0,563.0,75.0,Unknown_681
115,684,15.0,284.0,601.0,75.0,Unknown_684
115,688,19.0,213.0,593.0,75.0,Unknown_688
115,695,18.0,268.0,561.0,75.0,Unknown_695
115,705,25.0,360.0,455.0,75.0,Unknown_705
115,708,25.0,338.0,530.0,75.0,Unknown_708
115,712,25.0,234.0,510.0,75.0,Unknown_712
115,715,24.0,292.0,552.0,75.0,Unknown_715
115,719,23.0,274.0,478.0,75.0,Unknown_719
115,720,23.0,299.0,415.0,75.0,Unknown_720
116,6,15.0,248.0,123.0,75.0,Eap
116,13,12.0,221.0,154.0,75.0,Eaa
116,21,15.0,177.0,171.0,75.0,Epp
116,28,15.0,202.0,223.0,75.0,Epa
116,37,10.0,291.0,157.0,75.0,MSaa
116,44,10.0,273.0,216.0,75.0,MSap
116,52,13.0,265.0,210.0,75.0,MSpa
116,59,14.0,228.0,276.0,75.0,MSpp
116,69,19.0,270.0,120.0,75.0,Caa
116,76,17.0,318.0,167.0,75.0,Cap
116,84,23.0,309.0,158.0,75.0,Cpa
116,91,26.0,343.0,228.0,75.0,Cpp
116,100,22.0,359.0,169.0,75.0,Da
116,107,21.0,387.0,227.0,75.0,Dp
116,115,15.0,350.0,215.0,75.0,P4p
116,122,15.0,369.0,276.0,75.0,P4a
116,133,21.0,211.0,135.0,75.0,ABapap
116,140,21.0,169.0,182.0,75.0,ABapaa
116,148,25.0,231.0,177.0,75.0,ABappa
116,155,25.0,242.0,244.0,75.0,ABappp
116,164,25.0,172.0,211.0,75.0,ABaaap
116,171,24.0,179.0,267.0,75.0,ABaaaa
116,179,24.0,127.0,286.0,75.0,ABaapa
116,186,21.0,136.0,316.0,75.0,ABaapp
116,196,8.0,211.0,191.0,75.0,ABpaaa
116,203,10.0,236.0,302.0,75.0,ABpaap
116,211,10.0,178.0,243.0,75.0,ABpapa
116,218,10.0,160.0,324.0,75.0,ABpapp
116,227,9.0,278.0,350.0,75.0,ABpppa
116,234,11.0,266.0,404.0,75.0,ABpppp
116,242,11.0,186.0,376.0,75.0,ABppaa
116,249,11.0,199.0,434.0,75.0,ABppap
116,261,9.0,330.0,221.0,75.0,Unknown_261
116,268,11.0,309.0,283.0,75.0,Unknown_268
116,276,10.0,381.0,272.0,75.0,Unknown_276
116,284,11.0,368.0,314.0,75.0,Unknown_284
116,287,12.0,377.0,375.0,75.0,Unknown_287
116,292,9.0,336.0,344.0,75.0,Unknown_292
116,299,10.0,334.0,424.0,75.0,Unknown_299
116,307,10.0,390.0,440.0,75.0,Unknown_307
116,314,13.0,377.0,503.0,75.0,Unknown_314
116,324,16.0,409.0,225.0,75.0,Unknown_324
116,331,16.0,424.0,300.0,75.0,Unknown_331
116,339,22.0,407.0,327.0,75.0,Unknown_339
116,346,23.0,409.0,389.0,75.0,Unknown_346
116,355,16.0,428.0,351.0,75.0,Unknown_355
116,362,16.0,402.0,416.0,75.0,Unknown_362
116,370,17.0,417.0,458.0,75.0,Unknown_370
116,377,21.0,417.0,477.0,75.0,Unknown_377
116,388,16.0,130.0,225.0,75.0,Unknown_388
116,395,13.0,141.0,279.0,75.0,Unknown_395
116,403,14.0,119.0,344.0,75.0,Unknown_403
116,410,16.0,104.0,407.0,75.0,Unknown_410
116,419,9.0,138.0,397.0,75.0,Unknown_419
116,426,13.0,140.0,476.0,75.0,Unknown_426
116,434,18.0,122.0,485.0,75.0,Unknown_434
116,441,17.0,181.0,545.0,75.0,Unknown_441
116,451,18.0,104.0,290.0,75.0,Unknown_451
116,458,20.0,101.0,368.0,75.0,Unknown_458
116,466,25.0,138.0,372.0,75.0,Unknown_466
116,473,25.0,145.0,433.0,75.0,Unknown_473
116,482,22.0,111.0,441.0,75.0,Unknown_482
116,489,24.0,187.0,489.0,75.0,Unknown_489
116,497,24.0,152.0,520.0,75.0,Unknown_497
116,504,24.0,192.0,559.0,75.0,Unknown_504
116,516,20.0,274.0,193.0,75.0,Unknown_516
116,523,21.0,292.0,265.0,75.0,Unknown_523
116,531,26.0,323.0,299.0,75.0,Unknown_531
116,538,26.0,339.0,379.0,75.0,Unknown_538
116,543,21.0,330.0,291.0,75.0,Unknown_543
116,550,19.0,350.0,338.0,75.0,Unknown_550
116,558,22.0,353.0,375.0,75.0,Unknown_558
116,561,19.0,360.0,425.0,75.0,Unknown_561
116,567,19.0,213.0,227.0,75.0,Unknown_567
116,574,21.0,240.0,301.0,75.0,Unknown_574
116,580,25.0,236.0,340.0,75.0,Unknown_580
116,587,26.0,246.0,429.0,75.0,Unknown_587
116,592,20.0,193.0,305.0,75.0,Unknown_592
116,597,21.0,190.0,361.0,75.0,Unknown_597
116,603,23.0,194.0,398.0,75.0,Unknown_603
116,606,23.0,223.0,443.0,75.0,Unknown_606
116,612,14.0,296.0,312.0,75.0,Unknown_612
116,615,17.0,297.0,398.0,75.0,Unknown_615
116,619,15.0,237.0,336.0,75.0,Unknown_619
116,622,16.0,221.0,398.0,75.0,Unknown_622
116,627,15.0,289.0,444.0,75.0,Unknown_627
116,630,18.0,323.0,504.0,75.0,Unknown_630
116,634,16.0,206.0,440.0,75.0,Unknown_634
116,637,16.0,245.0,508.0,75.0,Unknown_637
116,645,9.0,267.0,452.0,75.0,Unknown_645
116,648,11.0,299.0,504.0,75.0,Unknown_648
116,651,11.0,317.0,555.0,75.0,Unknown_651
116,657,19.0,391.0,535.0,75.0,Unknown_657
116,664,18.0,335.0,559.0,75.0,Unknown_664
116,674,8.0,173.0,475.0,75.0,Unknown_674
116,677,9.0,214.0,535.0,75.0,Unknown_677
116,681,10.0,240.0,568.0,75.0,Unknown_681
116,684,15.0,290.0,606.0,75.0,Unknown_684
116,688,20.0,216.0,594.0,75.0,Unknown_688
116,695,19.0,265.0,564.0,75.0,Unknown_695
116,705,24.0,362.0,452.0,75.0,Unknown_705
116,708,25.0,338.0,532.0,75.0,Unknown_708
116,712,26.0,234.0,510.0,75.0,Unknown_712
116,715,24.0,289.0,550.0,75.0,Unknown_715
116,719,24.0,276.0,476.0,75.0,Unknown_719
116,720,23.0,311.0,405.0,75.0,Unknown_720
117,6,15.0,251.0,126.0,75.0,Eap
117,13,12.0,218.0,157.0,75.0,Eaa
117,21,15.0,169.0,167.0,75.0,Epp
117,28,15.0,195.0,221.0,75.0,Epa
117,37,9.0,291.0,164.0,75.0,MSaa
117,44,10.0,269.0,223.0,75.0,MSap
117,52,13.0,256.0,215.0,75.0,MSpa
117,59,14.0,220.0,283.0,75.0,MSpp
117,69,19.0,270.0,124.0,75.0,Caa
117,77,16.0,291.0,144.0,75.0,Capa
117,80,16.0,323.0,188.0,75.0,Capp
117,84,24.0,309.0,162.0,75.0,Cpa
117,91,25.0,336.0,230.0,75.0,Cpp
117,100,22.0,362.0,173.0,75.0,Da
117,107,21.0,385.0,230.0,75.0,Dp
117,115,15.0,351.0,215.0,75.0,P4p
117,122,15.0,368.0,277.0,75.0,P4a
117,133,21.0,213.0,135.0,75.0,ABapap
117,140,21.0,169.0,189.0,75.0,ABapaa
117,148,25.0,230.0,169.0,75.0,ABappa
117,156,25.0,239.0,222.0,75.0,ABapppa
117,159,25.0,256.0,273.0,75.0,ABapppp
117,164,26.0,179.0,218.0,75.0,ABaaap
117,171,25.0,184.0,267.0,75.0,ABaaaa
117,179,24.0,128.0,286.0,75.0,ABaapa
117,186,21.0,139.0,313.0,75.0,ABaapp
117,196,8.0,214.0,198.0,75.0,ABpaaa
117,203,9.0,235.0,310.0,75.0,ABpaap
117,211,10.0,176.0,247.0,75.0,ABpapa
117,218,10.0,159.0,323.0,75.0,ABpapp
117,227,9.0,284.0,352.0,75.0,ABpppa
117,234,11.0,269.0,411.0,75.0,ABpppp
117,242,10.0,187.0,379.0,75.0,ABppaa
117,249,11.0,201.0,443.0,75.0,ABppap
117,261,8.0,328.0,222.0,75.0,Unknown_261
117,268,11.0,303.0,282.0,75.0,Unknown_268
117,276,10.0,381.0,271.0,75.0,Unknown_276
117,284,11.0,367.0,316.0,75.0,Unknown_284
117,287,13.0,381.0,372.0,75.0,Unknown_287
117,292,8.0,340.0,345.0,75.0,Unknown_292
117,299,10.0,335.0,428.0,75.0,Unknown_299
117,307,12.0,389.0,448.0,75.0,Unknown_307
117,314,14.0,380.0,506.0,75.0,Unknown_314
117,324,16.0,408.0,227.0,75.0,Unknown_324
117,331,17.0,426.0,297.0,75.0,Unknown_331
117,339,22.0,406.0,323.0,75.0,Unknown_339
117,346,23.0,405.0,389.0,75.0,Unknown_346
117,355,16.0,427.0,350.0,75.0,Unknown_355
117,362,16.0,411.0,415.0,75.0,Unknown_362
117,370,17.0,421.0,456.0,75.0,Unknown_370
117,377,22.0,415.0,477.0,75.0,Unknown_377
117,388,17.0,128.0,227.0,75.0,Unknown_388
117,395,13.0,141.0,276.0,75.0,Unknown_395
117,403,14.0,118.0,345.0,75.0,Unknown_403
117,410,14.0,113.0,411.0,75.0,Unknown_410
117,419,9.0,141.0,402.0,75.0,Unknown_419
117,426,12.0,141.0,474.0,75.0,Unknown_426
117,434,18.0,125.0,484.0,75.0,Unknown_434
117,441,17.0,174.0,553.0,75.0,Unknown_441
117,451,19.0,104.0,289.0,75.0,Unknown_451
117,458,20.0,105.0,369.0,75.0,Unknown_458
117,466,24.0,137.0,370.0,75.0,Unknown_466
117,473,26.0,151.0,430.0,75.0,Unknown_473
117,482,22.0,105.0,437.0,75.0,Unknown_482
117,489,23.0,182.0,482.0,75.0,Unknown_489
117,497,23.0,148.0,519.0,75.0,Unknown_497
117,504,25.0,193.0,558.0,75.0,Unknown_504
117,516,19.0,267.0,193.0,75.0,Unknown_516
117,523,21.0,291.0,266.0,75.0,Unknown_523
117,531,25.0,332.0,304.0,75.0,Unknown_531
117,538,25.0,339.0,381.0,75.0,Unknown_538
117,543,20.0,332.0,292.0,75.0,Unknown_543
117,550,18.0,351.0,343.0,75.0,Unknown_550
117,558,21.0,350.0,375.0,75.0,Unknown_558
117,561,18.0,357.0,426.0,75.0,Unknown_561
117,567,20.0,215.0,233.0,75.0,Unknown_567
117,574,21.0,244.0,303.0,75.0,Unknown_574
117,580,25.0,238.0,344.0,75.0,Unknown_580
117,587,25.0,248.0,423.0,75.0,Unknown_587
117,592,19.0,197.0,308.0,75.0,Unknown_592
117,597,21.0,188.0,361.0,75.0,Unknown_597
117,603,22.0,195.0,397.0,75.0,Unknown_603
117,606,22.0,224.0,437.0,75.0,Unknown_606
117,612,14.0,296.0,320.0,75.0,Unknown_612
117,615,17.0,301.0,398.0,75.0,Unknown_615
117,619,15.0,239.0,336.0,75.0,Unknown_619
117,622,16.0,218.0,400.0,75.0,Unknown_622
117,627,16.0,294.0,446.0,75.0,Unknown_627
117,630,18.0,321.0,498.0,75.0,Unknown_630
117,634,15.0,204.0,444.0,75.0,Unknown_634
117,637,17.0,241.0,508.0,75.0,Unknown_637
117,645,9.0,265.0,464.0,75.0,Unknown_645
117,648,11.0,303.0,505.0,75.0,Unknown_648
117,651,12.0,322.0,554.0,75.0,Unknown_651
117,657,20.0,390.0,541.0,75.0,Unknown_657
117,664,18.0,334.0,554.0,75.0,Unknown_664
117,674,8.0,171.0,480.0,75.0,Unknown_674
117,677,11.0,211.0,542.0,75.0,Unknown_677
117,681,11.0,239.0,569.0,75.0,Unknown_681
117,684,15.0,295.0,608.0,75.0,Unknown_684
117,688,20.0,217.0,596.0,75.0,Unknown_688
117,695,18.0,265.0,566.0,75.0,Unknown_695
117,705,24.0,355.0,451.0,75.0,Unknown_705
117,708,25.0,341.0,533.0,75.0,Unknown_708
117,712,25.0,229.0,511.0,75.0,Unknown_712
117,715,24.0,287.0,549.0,75.0,Unknown_715
117,719,25.0,273.0,472.0,75.0,Unknown_719
117,720,23.0,307.0,407.0,75.0,Unknown_720
118,6,15.0,247.0,122.0,75.0,Eap
118,13,12.0,218.0,156.0,75.0,Eaa
118,21,15.0,167.0,167.0,75.0,Epp
118,28,14.0,194.0,221.0,75.0,Epa
118,37,10.0,293.0,169.0,75.0,MSaa
118,44,10.0,276.0,222.0,75.0,MSap
118,52,13.0,250.0,209.0,75.0,MSpa
118,59,14.0,222.0,276.0,75.0,MSpp
118,69,20.0,270.0,128.0,75.0,Caa
118,77,15.0,298.0,142.0,75.0,Capa
118,80,17.0,324.0,200.0,75.0,Capp
118,84,23.0,312.0,164.0,75.0,Cpa
118,92,25.0,336.0,207.0,75.0,Cppp
118,95,26.0,328.0,256.0,75.0,Cppa
118,100,22.0,368.0,177.0,75.0,Da
118,107,22.0,382.0,240.0,75.0,Dp
118,115,15.0,363.0,217.0,75.0,P4p
118,122,15.0,369.0,280.0,75.0,P4a
118,133,21.0,211.0,138.0,75.0,ABapap
118,140,21.0,168.0,196.0,75.0,ABapaa
118,148,25.0,231.0,171.0,75.0,ABappa
118,156,25.0,249.0,225.0,75.0,ABapppa
118,159,26.0,260.0,279.0,75.0,ABapppp
118,164,26.0,193.0,219.0,75.0,ABaaap
118,171,25.0,189.0,275.0,75.0,ABaaaa
118,179,24.0,128.0,274.0,75.0,ABaapa
118,186,19.0,148.0,310.0,75.0,ABaapp
118,196,8.0,223.0,196.0,75.0,ABpaaa
118,203,9.0,239.0,305.0,75.0,ABpaap
118,211,9.0,178.0,251.0,75.0,ABpapa
118,218,10.0,166.0,323.0,75.0,ABpapp
118,227,9.0,288.0,359.0,75.0,ABpppa
118,234,11.0,268.0,415.0,75.0,ABpppp
118,242,11.0,187.0,379.0,75.0,ABppaa
118,249,11.0,207.0,450.0,75.0,ABppap
118,261,9.0,334.0,226.0,75.0,Unknown_261
118,268,11.0,305.0,283.0,75.0,Unknown_268
118,276,11.0,379.0,267.0,75.0,Unknown_276
118,284,11.0,371.0,325.0,75.0,Unknown_284
118,287,13.0,378.0,384.0,75.0,Unknown_287
118,292,9.0,343.0,353.0,75.0,Unknown_292
118,299,10.0,336.0,432.0,75.0,Unknown_299
118,307,12.0,394.0,456.0,75.0,Unknown_307
118,314,15.0,382.0,510.0,75.0,Unknown_314
118,324,17.0,410.0,231.0,75.0,Unknown_324
118,331,17.0,424.0,294.0,75.0,Unknown_331
118,339,23.0,403.0,325.0,75.0,Unknown_339
118,346,23.0,403.0,385.0,75.0,Unknown_346
118,355,17.0,425.0,354.0,75.0,Unknown_355
118,362,16.0,412.0,419.0,75.0,Unknown_362
118,370,18.0,422.0,460.0,75.0,Unknown_370
118,377,22.0,416.0,476.0,75.0,Unknown_377
118,388,17.0,130.0,227.0,75.0,Unknown_388
118,395,13.0,142.0,276.0,75.0,Unknown_395
118,403,13.0,119.0,347.0,75.0,Unknown_403
118,411,14.0,104.0,397.0,75.0,Unknown_411
118,414,15.0,115.0,428.0,75.0,Unknown_414
118,419,9.0,142.0,407.0,75.0,Unknown_419
118,426,12.0,142.0,483.0,75.0,Unknown_426
118,434,18.0,122.0,487.0,75.0,Unknown_434
118,441,18.0,168.0,559.0,75.0,Unknown_441
118,451,18.0,103.0,290.0,75.0,Unknown_451
118,458,19.0,103.0,364.0,75.0,Unknown_458
118,466,25.0,136.0,367.0,75.0,Unknown_466
118,473,26.0,151.0,420.0,75.0,Unknown_473
118,482,22.0,106.0,433.0,75.0,Unknown_482
118,489,23.0,182.0,482.0,75.0,Unknown_489
118,497,23.0,153.0,521.0,75.0,Unknown_497
118,504,25.0,198.0,560.0,75.0,Unknown_504
118,516,19.0,265.0,192.0,75.0,Unknown_516
118,523,21.0,287.0,263.0,75.0,Unknown_523
118,531,25.0,327.0,313.0,75.0,Unknown_531
118,538,26.0,336.0,386.0,75.0,Unknown_538
118,543,20.0,330.0,292.0,75.0,Unknown_543
118,550,19.0,348.0,337.0,75.0,Unknown_550
118,558,22.0,350.0,380.0,75.0,Unknown_558
118,561,18.0,359.0,429.0,75.0,Unknown_561
118,567,20.0,212.0,235.0,75.0,Unknown_567
118,574,21.0,240.0,304.0,75.0,Unknown_574
118,580,25.0,229.0,347.0,75.0,Unknown_580
118,587,26.0,245.0,424.0,75.0,Unknown_587
118,592,19.0,193.0,306.0,75.0,Unknown_592
118,597,21.0,187.0,358.0,75.0,Unknown_597
118,603,22.0,191.0,397.0,75.0,Unknown_603
118,606,22.0,224.0,434.0,75.0,Unknown_606
118,612,14.0,297.0,327.0,75.0,Unknown_612
118,615,17.0,303.0,400.0,75.0,Unknown_615
118,619,15.0,240.0,336.0,75.0,Unknown_619
118,622,16.0,211.0,400.0,75.0,Unknown_622
118,627,16.0,295.0,446.0,75.0,Unknown_627
118,630,18.0,319.0,496.0,75.0,Unknown_630
118,634,16.0,198.0,446.0,75.0,Unknown_634
118,637,16.0,235.0,508.0,75.0,Unknown_637
